path,mse,source,completeness,title,width,height,aspect_ratio,is_grayscale,jpeg_quality,mean_saturation,dynamic_range
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-39.jpg,0.3905577361583709,tzigara,0.0,,400.0,320.0,1.25,0.0,69.0,36.88,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-25.jpg,0.6814824938774109,tzigara,0.0,,400.0,273.0,1.4652,0.0,61.0,53.46,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-20.jpg,0.8146265745162964,tzigara,0.0,,400.0,498.0,0.8032,0.0,65.0,6.85,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-102.jpg,0.5161211490631104,tzigara,0.0,,400.0,301.0,1.3289,0.0,62.0,77.23,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-94.jpg,0.531112790107727,tzigara,0.0,,400.0,267.0,1.4981,0.0,63.0,34.2,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-78.jpg,0.9083662629127502,tzigara,0.0,,394.0,500.0,0.788,0.0,66.0,79.96,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-62.jpg,0.7100663185119629,tzigara,0.0,,400.0,315.0,1.2698,0.0,65.0,32.2,250.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-5.jpg,0.6708648204803467,tzigara,0.0,,400.0,411.0,0.9732,0.0,62.0,39.57,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-31.jpg,0.4187568128108978,tzigara,0.0,,400.0,456.0,0.8772,0.0,67.0,22.03,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-37.jpg,0.8703203201293945,tzigara,0.0,,400.0,272.0,1.4706,0.0,61.0,42.5,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-77.jpg,0.8720433115959167,tzigara,0.5,"Casa meşterului Antonie Mogoş(Releveu – plan), desen",400.0,293.0,1.3652,0.0,56.0,0.11,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-1.jpg,0.4978479444980621,tzigara,0.0,,400.0,373.0,1.0724,0.0,69.0,19.53,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-35.jpg,0.5749713778495789,tzigara,0.0,,400.0,474.0,0.8439,0.0,67.0,5.36,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-35.jpg,0.40772145986557,tzigara,0.0,,400.0,491.0,0.8147,0.0,71.0,1.47,233.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-54.jpg,1.0989400148391724,tzigara,0.0,,394.0,500.0,0.788,0.0,69.0,4.38,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-1.jpg,0.819068193435669,tzigara,0.0,,400.0,317.0,1.2618,0.0,63.0,57.52,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-47.jpg,0.9945354461669922,tzigara,0.0,,400.0,402.0,0.995,0.0,67.0,1.52,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-43.jpg,0.5027948021888733,tzigara,0.0,,400.0,477.0,0.8386,0.0,64.0,0.19,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-2.jpg,0.5006507039070129,tzigara,0.0,,400.0,323.0,1.2384,0.0,58.0,70.95,248.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-40.jpg,0.977306306362152,tzigara,0.0,,400.0,279.0,1.4337,0.0,65.0,0.03,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-50.jpg,1.085485816001892,tzigara,0.0,,400.0,308.0,1.2987,0.0,69.0,0.67,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-37.jpg,0.2663193047046661,tzigara,0.0,,400.0,280.0,1.4286,0.0,63.0,45.64,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-57.jpg,0.6608215570449829,tzigara,0.0,,400.0,432.0,0.9259,0.0,68.0,7.68,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-41.jpg,0.5886632800102234,tzigara,0.0,,351.0,500.0,0.702,0.0,65.0,5.2,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-66.jpg,0.3820197880268097,tzigara,0.0,,400.0,350.0,1.1429,0.0,68.0,49.21,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-85.jpg,0.4319983720779419,tzigara,0.5,"Mănăstirea Lainici(Imagine din exteriorul ansamblului – vedere dinspre sud-vest), fotografie",400.0,298.0,1.3423,0.0,69.0,0.12,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-84.jpg,0.3692646920681,tzigara,0.0,,400.0,296.0,1.3514,0.0,67.0,4.87,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-52.jpg,0.6434261202812195,tzigara,0.0,,400.0,232.0,1.7241,0.0,62.0,11.29,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-94.jpg,0.3173457682132721,tzigara,0.0,,355.0,500.0,0.71,0.0,66.0,45.46,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/19-81.jpg,0.7474513053894043,tzigara,0.0,,391.0,500.0,0.782,0.0,58.0,56.12,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-44.jpg,1.042922019958496,tzigara,0.0,,400.0,258.0,1.5504,0.0,63.0,1.52,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-68.jpg,0.663748562335968,tzigara,0.0,,400.0,275.0,1.4545,0.0,67.0,25.76,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-43.jpg,0.4766929149627685,tzigara,0.0,,400.0,320.0,1.25,0.0,61.0,8.17,246.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-53.jpg,0.4546529054641723,tzigara,0.0,,372.0,500.0,0.744,0.0,68.0,6.22,248.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-61.jpg,0.6994179487228394,tzigara,0.0,,389.0,500.0,0.778,0.0,66.0,7.81,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-48.jpg,0.7800259590148926,tzigara,0.0,,400.0,417.0,0.9592,0.0,59.0,1.87,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-31.jpg,0.596511721611023,tzigara,0.0,,400.0,444.0,0.9009,0.0,68.0,0.06,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-109.jpg,0.5187619924545288,tzigara,0.0,,400.0,464.0,0.8621,0.0,71.0,21.91,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-7.jpg,0.8836349844932556,tzigara,0.0,,400.0,407.0,0.9828,0.0,64.0,0.29,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-63.jpg,0.5295475721359253,tzigara,0.0,,400.0,294.0,1.3605,0.0,65.0,25.09,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-18.jpg,0.9855400323867798,tzigara,0.0,,400.0,261.0,1.5326,0.0,57.0,0.2,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-56.jpg,0.3724893629550934,tzigara,0.0,,400.0,314.0,1.2739,0.0,62.0,52.44,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-112.jpg,0.9624128937721252,tzigara,0.0,,343.0,500.0,0.686,0.0,57.0,0.19,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-53.jpg,1.0453734397888184,tzigara,0.0,,335.0,500.0,0.67,0.0,66.0,37.31,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-19.jpg,0.6517499685287476,tzigara,0.0,,400.0,479.0,0.8351,0.0,60.0,0.5,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-52.jpg,0.4702095985412597,tzigara,0.0,,400.0,317.0,1.2618,0.0,56.0,65.68,248.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-62.jpg,0.5880692601203918,tzigara,0.0,,400.0,324.0,1.2346,0.0,68.0,12.06,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-16.jpg,1.098900556564331,tzigara,0.0,,400.0,309.0,1.2945,0.0,65.0,20.45,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-56.jpg,1.3876633644104004,tzigara,0.0,,400.0,483.0,0.8282,0.0,65.0,6.97,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-14.jpg,0.8089568018913269,tzigara,0.0,,400.0,444.0,0.9009,0.0,61.0,39.09,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-67.jpg,0.9119709134101868,tzigara,0.5,"Biserica de lemn „Sf Dumitru”, „Adormirea Maicii Domnului” din Corneşti(Imagine exterioară – vedere de ansamblu dinspre nord-vest), fotografie",400.0,459.0,0.8715,0.0,65.0,0.94,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-89.jpg,0.8603867292404175,tzigara,0.0,,400.0,329.0,1.2158,0.0,65.0,8.09,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-68.jpg,1.0088201761245728,tzigara,0.0,,382.0,500.0,0.764,0.0,64.0,0.11,250.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-20.jpg,0.4970617294311523,tzigara,0.0,,400.0,277.0,1.444,0.0,65.0,27.42,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-28.jpg,0.6263982653617859,tzigara,0.0,,361.0,500.0,0.722,0.0,61.0,75.76,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-90.jpg,0.8954752087593079,tzigara,0.0,,400.0,300.0,1.3333,0.0,65.0,0.11,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-80.jpg,0.5866623520851135,tzigara,0.0,,400.0,281.0,1.4235,0.0,64.0,41.23,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-79.jpg,0.9893553853034972,tzigara,0.0,,400.0,411.0,0.9732,0.0,65.0,3.83,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-63.jpg,0.9433960914611816,tzigara,0.0,,379.0,500.0,0.758,0.0,65.0,13.59,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-94.jpg,0.9924297332763672,tzigara,0.0,,400.0,197.0,2.0305,0.0,58.0,55.05,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-24.jpg,0.5078341364860535,tzigara,0.0,,400.0,310.0,1.2903,0.0,61.0,27.45,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-42.jpg,0.5356085300445557,tzigara,0.0,,400.0,488.0,0.8197,0.0,66.0,3.84,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-79.jpg,0.506646990776062,tzigara,0.0,,400.0,299.0,1.3378,0.0,71.0,22.6,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-30.jpg,1.2772525548934937,tzigara,0.0,,358.0,500.0,0.716,0.0,66.0,14.69,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-38.jpg,0.5758363604545593,tzigara,0.0,,400.0,457.0,0.8753,0.0,68.0,29.29,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-70.jpg,1.411080837249756,tzigara,0.0,,400.0,404.0,0.9901,0.0,59.0,0.16,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/19-29.jpg,0.6886807084083557,tzigara,0.0,,357.0,500.0,0.714,0.0,65.0,48.91,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-89.jpg,1.0704225301742554,tzigara,0.0,,400.0,169.0,2.3669,0.0,62.0,1.38,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-83.jpg,0.5112752914428711,tzigara,0.0,,400.0,490.0,0.8163,0.0,69.0,1.32,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-24.jpg,0.8772265315055847,tzigara,0.0,,400.0,333.0,1.2012,0.0,65.0,0.13,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-25.jpg,0.6797111630439758,tzigara,0.0,,400.0,467.0,0.8565,0.0,68.0,0.68,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-54.jpg,1.031817078590393,tzigara,0.0,,400.0,466.0,0.8584,0.0,61.0,1.28,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-8.jpg,0.5386506915092468,tzigara,0.0,,387.0,500.0,0.774,0.0,62.0,38.2,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/19-38.jpg,0.2242588549852371,tzigara,0.0,,400.0,305.0,1.3115,0.0,67.0,2.15,229.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-60.jpg,0.6550081372261047,tzigara,0.0,,400.0,321.0,1.2461,0.0,67.0,0.38,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-36.jpg,0.7754192352294922,tzigara,0.0,,400.0,470.0,0.8511,0.0,66.0,22.77,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-60.jpg,0.6461327075958252,tzigara,0.0,,346.0,500.0,0.692,0.0,67.0,15.72,248.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-85.jpg,0.6671217083930969,tzigara,0.0,,400.0,298.0,1.3423,0.0,55.0,4.69,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-86.jpg,0.2894532680511474,tzigara,0.0,,400.0,385.0,1.039,0.0,70.0,0.16,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-89.jpg,0.4854106605052948,tzigara,0.0,,276.0,500.0,0.552,0.0,66.0,3.0,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-52.jpg,0.6257919073104858,tzigara,0.0,,389.0,500.0,0.778,0.0,67.0,61.93,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-33.jpg,0.4953153431415558,tzigara,0.0,,400.0,284.0,1.4085,0.0,67.0,11.35,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-48.jpg,0.6516913175582886,tzigara,0.0,,400.0,269.0,1.487,0.0,65.0,8.64,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-112.jpg,0.6070533394813538,tzigara,0.0,,400.0,300.0,1.3333,0.0,62.0,12.5,246.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-82.jpg,0.5418425798416138,tzigara,0.0,,400.0,302.0,1.3245,0.0,66.0,0.62,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-64.jpg,0.5281404256820679,tzigara,0.0,,400.0,310.0,1.2903,0.0,66.0,3.53,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-47.jpg,0.5286141633987427,tzigara,0.0,,400.0,299.0,1.3378,0.0,66.0,0.16,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-14.jpg,1.2683629989624023,tzigara,0.0,,205.0,500.0,0.41,0.0,63.0,3.79,250.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-61.jpg,0.5134227871894836,tzigara,0.0,,400.0,267.0,1.4981,0.0,65.0,6.69,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-76.jpg,0.9148319363594056,tzigara,0.0,,400.0,289.0,1.3841,0.0,64.0,37.7,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-60.jpg,0.6979143619537354,tzigara,0.0,,400.0,230.0,1.7391,0.0,63.0,13.27,250.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-21.jpg,0.2616895139217376,tzigara,0.0,,400.0,417.0,0.9592,0.0,54.0,76.02,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-2.jpg,1.0988465547561646,tzigara,0.0,,400.0,436.0,0.9174,0.0,66.0,9.17,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-51.jpg,0.7159765362739563,tzigara,0.0,,400.0,279.0,1.4337,0.0,64.0,1.12,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-36.jpg,0.8772941827774048,tzigara,0.0,,400.0,296.0,1.3514,0.0,65.0,16.81,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/11-90.jpg,0.5439395904541016,tzigara,0.0,,400.0,284.0,1.4085,0.0,62.0,80.08,248.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-67.jpg,0.361465722322464,tzigara,0.0,,400.0,235.0,1.7021,0.0,61.0,79.46,246.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-53.jpg,0.6607265472412109,tzigara,0.0,,400.0,333.0,1.2012,0.0,69.0,0.46,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-21.jpg,0.978434443473816,tzigara,0.0,,391.0,500.0,0.782,0.0,63.0,10.12,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-50.jpg,0.9735594987869264,tzigara,0.0,,400.0,388.0,1.0309,0.0,64.0,65.49,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-86.jpg,0.7608715295791626,tzigara,0.0,,380.0,500.0,0.76,0.0,64.0,0.45,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-75.jpg,0.8156788945198059,tzigara,0.0,,400.0,483.0,0.8282,0.0,62.0,31.31,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-6.jpg,0.6892756819725037,tzigara,0.0,,400.0,236.0,1.6949,0.0,62.0,3.1,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-44.jpg,0.6189006567001343,tzigara,0.0,,370.0,500.0,0.74,0.0,66.0,16.16,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-66.jpg,1.0249764919281006,tzigara,0.5,"Cula din Pojogeni (dispărută)(Releveu – secţiune), desen",356.0,500.0,0.712,0.0,58.0,77.24,246.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-40.jpg,1.0109524726867676,tzigara,0.0,,400.0,304.0,1.3158,0.0,64.0,0.03,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-82.jpg,0.690800666809082,tzigara,0.0,,400.0,297.0,1.3468,0.0,63.0,47.53,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-12.jpg,1.531972885131836,tzigara,0.0,,304.0,500.0,0.608,0.0,60.0,0.3,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-57.jpg,0.7428513765335083,tzigara,0.0,,400.0,249.0,1.6064,0.0,67.0,4.78,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-86.jpg,0.9948045015335084,tzigara,0.0,,400.0,296.0,1.3514,0.0,64.0,3.7,245.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-21.jpg,0.4996994435787201,tzigara,0.0,,394.0,500.0,0.788,0.0,68.0,40.46,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-12.jpg,0.7532821893692017,tzigara,0.0,,366.0,500.0,0.732,0.0,69.0,41.97,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-44.jpg,0.7461955547332764,tzigara,0.0,,400.0,286.0,1.3986,0.0,62.0,52.93,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-59.jpg,0.7642176747322083,tzigara,0.0,,400.0,437.0,0.9153,0.0,66.0,25.32,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-40.jpg,0.7194804549217224,tzigara,0.0,,375.0,500.0,0.75,0.0,59.0,10.45,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-48.jpg,0.3893971443176269,tzigara,0.0,,400.0,304.0,1.3158,0.0,69.0,29.09,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-55.jpg,1.1502968072891235,tzigara,0.0,,400.0,314.0,1.2739,0.0,67.0,4.72,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-81.jpg,0.4546860456466675,tzigara,0.5,"Biserica „Sf. Nicolae” a Mănăstirii Crasna(Imagine interioară – frescă – Jupân Ion Ţundrea, Kristina Ilinca şi copiii), fotografie",367.0,500.0,0.734,0.0,67.0,3.79,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-36.jpg,0.7545906901359558,tzigara,0.0,,400.0,319.0,1.2539,0.0,66.0,40.85,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-65.jpg,0.6995786428451538,tzigara,0.0,,400.0,483.0,0.8282,0.0,68.0,19.08,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-54.jpg,0.6685329079627991,tzigara,0.0,,400.0,439.0,0.9112,0.0,64.0,29.14,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-41.jpg,0.2375617921352386,tzigara,0.0,,400.0,269.0,1.487,0.0,57.0,56.05,229.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-107.jpg,1.1542445421218872,tzigara,0.0,,400.0,420.0,0.9524,0.0,72.0,44.08,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-82.jpg,0.6388142704963684,tzigara,0.0,,336.0,500.0,0.672,0.0,67.0,9.74,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-3.jpg,1.9435279369354248,tzigara,0.0,,400.0,445.0,0.8989,0.0,60.0,75.34,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-98.jpg,0.6421986818313599,tzigara,0.0,,400.0,458.0,0.8734,0.0,59.0,72.54,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-2.jpg,0.6660611033439636,tzigara,0.0,,400.0,268.0,1.4925,0.0,69.0,0.95,250.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-15.jpg,0.5454287528991699,tzigara,0.0,,400.0,277.0,1.444,0.0,65.0,0.3,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-44.jpg,1.3275816440582275,tzigara,0.0,,400.0,368.0,1.087,0.0,61.0,0.13,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-61.jpg,0.6511030197143555,tzigara,0.0,,400.0,302.0,1.3245,0.0,67.0,0.4,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-30.jpg,0.9640864729881288,tzigara,0.0,,400.0,469.0,0.8529,0.0,68.0,9.5,248.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-19.jpg,1.171656370162964,tzigara,0.0,,400.0,251.0,1.5936,0.0,56.0,77.44,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-5.jpg,0.4693476259708404,tzigara,0.0,,400.0,216.0,1.8519,0.0,60.0,37.35,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-27.jpg,1.011641502380371,tzigara,0.0,,400.0,302.0,1.3245,0.0,64.0,122.77,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-50.jpg,0.7745296955108643,tzigara,0.0,,323.0,500.0,0.646,0.0,56.0,9.11,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-45.jpg,1.3945951461791992,tzigara,0.0,,396.0,500.0,0.792,0.0,66.0,3.43,250.0
