path,mse,source,completeness,title,width,height,aspect_ratio,is_grayscale,jpeg_quality,mean_saturation,dynamic_range
"~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Arsenal,_Bukarest_-_Josef_Heu_-_1917.jpg",0.3755825161933899,wikimedia,0.4,"Arsenal, Bukarest - Josef Heu - 1917.jpg",500.0,355.0,1.4085,0.0,65.0,81.09,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_AleeaAlexandruNr34_(2).JPG,0.723838210105896,wikimedia,0.4,AleeaAlexandruNr34 (2).JPG,500.0,375.0,1.3333,0.0,63.0,97.61,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_20140702_Bucureşti_135.jpg,1.1850426197052002,wikimedia,0.4,20140702 Bucureşti 135.jpg,500.0,375.0,1.3333,0.0,62.0,100.05,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_AleeaAlexandruNr41.JPG,0.5770577192306519,wikimedia,0.4,AleeaAlexandruNr41.JPG,500.0,375.0,1.3333,0.0,63.0,89.6,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucarest3012.JPG,0.5848879814147949,wikimedia,0.4,Bucarest3012.JPG,500.0,375.0,1.3333,0.0,63.0,87.77,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Aici_sunt_banii_dumneavoastra_-_panoramio.jpg,0.7260224223136902,wikimedia,0.4,Aici sunt banii dumneavoastra - panoramio.jpg,500.0,375.0,1.3333,0.0,65.0,107.28,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucarest3003.JPG,0.6710083484649658,wikimedia,0.4,Bucarest3003.JPG,500.0,375.0,1.3333,0.0,62.0,94.91,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucharest_-_car_park.jpg,0.8935927748680115,wikimedia,0.4,Bucharest - car park.jpg,500.0,420.0,1.1905,0.0,63.0,113.63,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_AleeaAlexandruNr34.JPG,0.6450272798538208,wikimedia,0.4,AleeaAlexandruNr34.JPG,500.0,375.0,1.3333,0.0,64.0,101.16,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucharest_-_north_corner_of_B-dul_Hristo_Botev_and_Calea_Moșilor.jpg,0.5981626510620117,wikimedia,0.4,Bucharest - north corner of B-dul Hristo Botev and Calea Moșilor.jpg,500.0,333.0,1.5015,0.0,67.0,98.88,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Arhitektura_rumunjskog_glavnog_grada_Bukurešta.jpg,0.548862874507904,wikimedia,0.4,Arhitektura rumunjskog glavnog grada Bukurešta.jpg,500.0,667.0,0.7496,0.0,66.0,100.24,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_20140820_București_100.jpg,1.0091549158096311,wikimedia,0.4,20140820 București 100.jpg,500.0,281.0,1.7794,0.0,68.0,85.41,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Arhitektura_Bukurešta.jpg,1.0467098951339722,wikimedia,0.4,Arhitektura Bukurešta.jpg,500.0,375.0,1.3333,0.0,61.0,92.48,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_20140702_Bucureşti_149.jpg,0.7996519804000854,wikimedia,0.4,20140702 Bucureşti 149.jpg,500.0,375.0,1.3333,0.0,68.0,79.38,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_1-Raul_Mara_-_panoramio.jpg,0.9189610481262208,wikimedia,0.4,1-Raul Mara - panoramio.jpg,500.0,375.0,1.3333,0.0,66.0,121.71,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucarest3016.jpg,0.4536883234977722,wikimedia,0.4,Bucarest3016.jpg,500.0,667.0,0.7496,0.0,67.0,72.35,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucharest_-_Dec_2014_-_Strada_Italiana_01.jpg,1.1653650999069214,wikimedia,0.4,Bucharest - Dec 2014 - Strada Italiana 01.jpg,500.0,753.0,0.664,0.0,64.0,131.1,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_AleeaAlexandruNr22.JPG,0.8629968166351318,wikimedia,0.4,AleeaAlexandruNr22.JPG,500.0,667.0,0.7496,0.0,68.0,114.64,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucharest_-_34A_Strada_Lizeanu.jpg,0.845282793045044,wikimedia,0.4,Bucharest - 34A Strada Lizeanu.jpg,500.0,333.0,1.5015,0.0,65.0,99.8,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Arhitektura_rumunjske_metropole_Bukurešta.jpg,1.200841188430786,wikimedia,0.4,Arhitektura rumunjske metropole Bukurešta.jpg,500.0,375.0,1.3333,0.0,61.0,93.09,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucarest2590.JPG,0.3171083927154541,wikimedia,0.4,Bucarest2590.JPG,500.0,375.0,1.3333,0.0,67.0,91.95,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucarest2592.jpg,0.493594616651535,wikimedia,0.4,Bucarest2592.jpg,224.0,224.0,1.0,0.0,69.0,98.04,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_20260523_113146_May_2026_in_Bucharest.jpg,0.7747640013694763,wikimedia,0.4,20260523 113146 May 2026 in Bucharest.jpg,500.0,375.0,1.3333,0.0,62.0,91.71,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucarest2505.JPG,0.4511090517044067,wikimedia,0.4,Bucarest2505.JPG,500.0,375.0,1.3333,0.0,67.0,109.32,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_20260523_142611_May_2026_in_Bucharest.jpg,0.8379084467887878,wikimedia,0.4,20260523 142611 May 2026 in Bucharest.jpg,500.0,375.0,1.3333,0.0,62.0,106.22,255.0
